Y;X;tourism;information;name;hiking;ele;direction_east:1;direction_north:1;direction_south:1;website;board_type;direction_west:1;direction_south:2;direction_east:2;fireplace;addr:street;direction_west:2;direction_north:2;addr:housenumber;addr:postcode;direction_south:3;phone;addr:city;direction_east:3;operator;direction_southwest:1;map_type;amenity;direction_northeast:1;map_size;description;direction_southeast:1;direction_southwest:2;direction_north:3;direction_west:3;direction_northwest:1;wheelchair;wikidata;direction_southeast:2;name:fr;direction_northeast:2;name:de;opening_hours;artwork_type;mtb;direction_northwest:2;direction_south:4;direction_east:4;direction_southeast:3;direction_southwest:3;addr:country;ref;internet_access;Column1;_1
46.4593512;6.8429575;museum;;Mus?e suisse de l'appareil photographique;;;;;;http://www.cameramuseum.ch/;;;;;;Grand Place;;;99;;;;;;;;;;;;;;;;;;;Q3330812;;;;;;;;;;;;;;;;;
46.4605407;6.8427488;information;office;Office du tourisme de Vevey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mo-Fr 09:00-18:00, Sa 08:30-12:30;;;;;;;;;;;;
46.4602025;6.843692;hotel;;Les Negociants;;;;;;https://www.hotelnegociants.ch/;;;;;;Rue du Conseil;;;27;1800;;;Vevey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4624687;6.8429142;hotel;;Astra Hotel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4645617;6.8445966;museum;;Le Nest;;;;;;https://www.le-nest.ch/;;;;;;Chauss?e de la Guinguette;;;10;1800;;;Vevey;;;;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;
46.4718015;7.1228359;information;guidepost;La Frasse;;956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4711798;7.1267515;hotel;;Ermitage;;;;;;;;;;;;;;;;;;;;;;;;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4683743;7.1354659;information;guidepost;Pont Turrian;;908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4717908;7.1323313;hotel;;H?tel Roc and Neige;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4668765;7.137195;information;guidepost;Granges d'Oex;;937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4732428;7.1303786;information;guidepost;"Chateau-d""Oex Centre";;958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.47347;7.1304379;information;office;Pays d'Enhaut tourisme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4737368;7.1305086;hotel;;H?tel de Ville;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4747396;7.1322647;hotel;;H?tel de la Gare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4746151;7.1326265;information;guidepost;Chateau-d'Oex Gare;;986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4736767;7.1334738;attraction;;Maquette du MOB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4761622;7.1353983;museum;;Mus?e Art tradition populaires;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4795139;7.1511744;information;guidepost;Le Mont;yes;1098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;
46.5047379;7.0614087;guest_house;;Bon-jour;;;;;;http://www.bon-jour.ch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bon-jour;;Bon-jour;;;;;;;;;;;;;
46.5048704;7.0621301;attraction;;Fontaine de Lessoc;;;;;;;;;;;;;;;;;;;;;;;;fountain;;;;;;;;;;Q29479188;;;;;;;;;;;;;;;;;
46.5048708;7.0622296;information;guidepost;Lessoc;yes;812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5183526;7.0560644;hotel;;Auberge de l'Ange;;;;;;;;;;;;;;;;;;;;;;;;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5151323;7.0852891;information;guidepost;La Chetta;yes;1385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.534492;7.0887682;viewpoint;;Cascade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5385951;7.0849019;information;guidepost;Grandvillard;yes;762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4481766;6.9224527;information;guidepost;Azot;;1068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4501229;6.9221972;viewpoint;;Sallauscex;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4590665;6.9277082;information;guidepost;Saumont;;992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4624569;6.9215677;attraction;;Scex que Plliau;;;;;;https://www.vd.ch/themes/environnement/forets/services-rendus-par-la-foret/eau-potable/le-scex-que-plliau/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4839919;6.9602151;viewpoint;;Le Molard;;1752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4766047;6.967155;information;guidepost;Col de Soladier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q18621256;;;;;;;;;;;;;;;;;
46.4764855;6.9672715;information;guidepost;Col de Soladier;yes;1576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4763657;6.9676261;information;guidepost;Col de Soladier;yes;1576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4860073;7.0423624;hotel;;H?tel de la gare;;;;;;;;;;;;;;;;;;;;;;;;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4881775;7.0448836;attraction;;Le vieux chalet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4972364;7.0351072;guest_house;;Pinte des Lys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;
46.4982617;7.0371371;hotel;;Auberge des Pr?alpes;;;;;;;;;;;;;;;;;;;;;;;;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4515983;6.9185652;information;guidepost;Cubly Dessous;;950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.575315;7.249278;information;guidepost;Sch?nis;;1390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5668724;7.2636035;information;guidepost;Wolfs Ort;;1921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5764612;7.2634787;alpine_hut;;Chalet Du Soldat;;;;;;http://www.chaletdusoldat.ch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5955682;7.2837098;alpine_hut;;B?rghus Gastlosen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6108015;7.2748752;information;;Jaun Tourismus;;;;;;http://tourismus.jaun.ch/;;;;;;Haupstrasse;;;381;;;;;;;;;;;;;;;;;;;;;;;;Mo-Fr 09:00-11:30; 13:00-17:00;;;;;;;;;;;
46.6109854;7.276496;information;guidepost;Jaun;;1014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6117134;7.276721;apartment;;B&B J??ndli;;;;;;;;;;;;Dorfstrasse;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6117952;7.2768497;apartment;;B&B Chalet Anno 1675;;;;;;;;;;;;Oberdorfstrasse;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5921363;7.2962218;alpine_hut;;Chalet Grat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4608587;7.123106;information;guidepost;La Rosette;;947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4613965;7.1422383;information;guidepost;Pra Perron;;1218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4552927;7.1751342;information;guidepost;Les Paccots;;1240;;;;;;;;;;;;;;;;;;;Rando Vaud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4598605;7.2052974;information;guidepost;Videmanette station;;2130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4607033;7.2204563;information;guidepost;Ruble;;1757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8153399;7.0562579;information;guidepost;Nierlet-les-Bois Pr? de Ch?ne;yes;679;Grolley Gare via Bois de Combes 00:55;Grolley Gare 00:35;Ponthaux via Russy 00:30;;;Ponthaux;Chandon 01:10;Belfaux Gare CFF via Bois des Devins 01:20;;;;;;;Misery 02:00;;;Autafond 00:30;;;;;;;;;;;;;;;;;;;;;;;L?chelles 01:25;Ch?sopelloz Le Haut 00:50;;;;;;;
46.81047;7.083775;information;guidepost;Le Moulin;yes;588;Circuit de Belfaux 01:45;;autour de Ch?sopelloz 02:50;;;Autafond 00:20;Ch?sopelloz Le Haut 00:20;Belfaux Gare 00:45;;;Nierlet-les-Bois 00:55;;;;Corminboeuf / Village Suisse 00:40;;;Ponthaux 01:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.811003;7.0852342;information;board;Circuit de Belfaux;;;;;;;history;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;
46.8058846;7.0877289;picnic_site;;Fort Udalrich;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.80806;7.0865692;information;guidepost;Ch?sopelloz;yes;622;;;Village Suisse;;;;Fribourg Moncor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8137418;7.0779033;information;guidepost;Autafond;yes;656;Circuit de Belfaux;Combes 00:08;;;;Nierlet-les-Bois;;autour de Ch?sopelloz;;;Ponthaux;;;;;;;Le Moulin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.815019;7.0888903;information;board;Circuit de Belfaux;;;;;;;history;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;
46.760479;6.8920811;information;guidepost;Granges-pr?s-Marnand;yes;468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4698684;6.956214;information;guidepost;Goille aux Cerfs;yes;1569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.472353;6.9779115;information;guidepost;Col de la Pierra-Perchia;yes;1860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4664943;6.9939706;information;guidepost;Combe d'Alli?res;yes;1356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4692766;7.0076714;information;guidepost;Alli?res;yes;1006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4463013;6.8777312;motel;;Maladine;;;;;;;;;;;;Route de Saint-Maurice;;;310;1814;;41219443137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;wlan;;
46.4580385;6.9397371;information;guidepost;Sonloup;;1149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4449515;6.9747512;viewpoint;;Dent de Jaman;;1874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q277813;;;;;;;;;;;;;;;;;
46.4555938;6.9978062;information;guidepost;Les Cases;yes;1113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4652916;6.9941981;information;guidepost;Combe d'Alli?res;yes;1338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7706209;7.2377785;viewpoint;;Fofenhubel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7706481;7.2378381;information;board;Panoramatafel;;;;;;;board;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.778193;7.2385599;information;guidepost;Baletswil;yes;811;;;Rechthalten 00:25;;;;Plaffeien 02:05;;;;;;;;Schwarzsee 04:35;;;;;;;;Etiwil 00:20;;;;;;;;;;;;St. Ursen 00:50;;;;;;;;;;;;;;
46.8104081;7.4154872;information;guidepost;Rohrbach;yes;762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8120478;7.4204409;information;guidepost;Rohrbach/Schulhaus;yes;737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8254312;7.4250973;information;guidepost;Riedstettwald;yes;987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8166095;7.4273638;information;guidepost;Ober Helgisried;yes;795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8194992;7.436909;museum;;Kloster R?eggisberg;;;;;;;;;;;;Kloster;;;1;3088;;;R?eggisberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;CH;;;;
46.8201927;7.4370431;information;board;Kloster R?eggisberg;;;;;;;history;;;;;;;;;;;;;;;;;;;;Information ?ber die Ruine des Kloster R?eggisberg;;;;;;;;;;;;;;;;;;;;;;;;
46.8214087;7.4386192;information;guidepost;R?eggisberg;yes;935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7652913;7.3535141;information;guidepost;Riffenmatt;yes;1077;R?schegg Hirschorn 00:45;Riffenmatt / Post 00:05;;;;;;R?schegg Heubach 01:25;;;;Schwendelberg 00:40;;;;;;R?schegg Graben 01:30;;;;;Wanderwege Orientierungstafel;;;Hinterm Grat 00:20;;Guggisberg 01:15;;;;;Horb?elpas 02:00;;;;;;;;;;Otteleuebad 02:20;;;;;;
46.7655319;7.3533957;information;board;Wanderwege Orientierungstafel;;;;;;;board;;;;;;;;;;;;;;;;;;;;Regionalkarte mit den Wanderwege;;;;;;;;;;;;;;;;;;;;;;;;
46.7671594;7.3519688;information;guidepost;Riffenmatt / Post;yes;1083;;;Horb?elpass 01:40;;;;Ottenleuebad 02:00;;;;;;;;Sangernboden 03:00;;;;;;;;;;;;;;;Schwendelberg 00:35;;;;;;;;;;Guggershorn 00:50;R?eschegg Graben 01:40;;;;;;;;
46.7910847;7.4066395;information;guidepost;R?schegg / R?tipl?tsch;yes;753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8107886;7.3832203;information;guidepost;Henzischwand;yes;805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8097736;7.4008362;information;guidepost;Granegg/Burgruine;yes;740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.808171;7.4085559;information;guidepost;Wislisau;yes;714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8146607;7.4113007;information;guidepost;Schwanden;yes;863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7549506;7.2660512;information;guidepost;Buechench?ppeli;yes;1032;;;Berg 00:20;;;Neuhaus 00:30;Plaffeien 00:35;;;;Plasselb 01:00;;;;Schwarzsee 03:05;;;;;;;;;;;;;;;Rechthalten 00:55;;;;;;;;;;St. Ursen 02:05;Br?nisried 00:35;;;;;;;;
46.7483808;7.2814424;information;guidepost;Berg;yes;933;;Br?nisried;Plaffeien;;;Buechench?ppeli 00:30;Schwarzsee;;;;Br?nisried;Zumholz;;;;;;;;;;;;;;;;;Plasselb;;;;;;;;;;;;;;;;;;;;
46.7543144;7.2908223;information;guidepost;Zumholz;yes;867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7558321;7.3285921;information;guidepost;Laubbach;yes;860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7560771;7.3308709;information;guidepost;Laubbach;yes;860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7558621;7.3567609;information;guidepost;Hinterm Grat;yes;1141;;Riffenmatt 00:20;H?llstett 01:15;;;;Martene 01:40;;;;;;;;Zollhaus 02:20;;;;;;;;;;;Sangernb??nli 00:30;;;;;;;Horb?elpas 01:40;;;;;;;;;;Otteleuebad 02:00;;;;;;
46.7591419;7.2921439;information;guidepost;Brand;yes;826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8811055;7.0419291;information;map;L'amphith??tre;;;;;;;;;;;;;;;;;;;;;;;scheme;;;site;Orientation arch?ologique;;;;;;;;;;;;;;;;;;;;;;;;
46.8844011;7.0409291;information;guidepost;Avenches;yes;437;;;;;;;;;;;;;;;;;;;;Donatyre (par Porte de l'Est) 01:00;;;Faoug 01:20;;;;Signal de la Reine Berthe 01:30;;;;;;;;Morat 02:20;;;;;;;;;Oleyres 02:10;;;;;
46.6096823;7.1071793;information;guidepost;Usine ?lectrique;yes;684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6069293;7.1087434;attraction;;Fabrique de chocolat Cailler-Nestl?;;;;;;https://www.cailler.ch/;;;;;;;;;;1636;;;;;;;;;;;;;;;;;yes;;;;;;Mo-Su 10:00-17:00;;;;;;;;;;;;
46.6868434;7.1549258;information;guidepost;Le Brand;;1040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.4469407;6.8752746;camp_site;;Maladaire;;;;;;;;;;;;route de Saint-Maurice;;;31;1814;;;La Tour-de-Peilz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9245439;6.7220989;information;guidepost;La Baronne;yes;1376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.93138;6.7222983;information;guidepost;Le Soliat;;1463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9320198;6.7230127;attraction;;Creux du Van;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Q387016;;;;;;;;;;;;;;;;;
46.9323516;6.7298134;viewpoint;;Creux-du-Van / La Grand?Vy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9290216;6.7441573;information;guidepost;Roche Devant;yes;1415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9361853;6.7158802;information;guidepost;Ferme du Soliat;yes;1382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;
46.9364733;6.7158034;guest_house;;Le Soliat;;;;;;https://www.lesoliat.ch/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9386228;6.7188621;viewpoint;;Creux-du-Van;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9458049;6.7174122;information;guidepost;Les Oeuillons;;1014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9341868;6.741994;information;guidepost;La Grand Vy;yes;1381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9428395;6.7363595;information;guidepost;Ferme Robert;yes;972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9432014;6.7365796;hostel;;Ferme Robert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9374429;6.7544282;information;guidepost;Pr? au Favre;;1295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9391406;6.7620848;information;guidepost;le Lessy;;1365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9424338;6.7638653;information;guidepost;Signal du Lessy;;1387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9424667;6.7638329;viewpoint;;Signal du Lessy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5215656;6.638669;hotel;;Vision Appartments;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5246786;6.6352394;viewpoint;;Esplanade du Ch?teau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5256562;6.6345932;information;guidepost;Lausanne Tunnel;;512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.9647202;6.5716003;information;board;Vy aux Moines - Lac des Taill?res;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5306629;6.6396971;viewpoint;;Signal de Sauvabelin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5327403;6.6405075;information;guidepost;Sauvabelin;;640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.537821;6.6390266;information;guidepost;Lac de Sauvabelin;yes;663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.5397229;6.6363688;information;board;R?serve Foresti?re des Vieux-Ch?nes;;;;;;;notice;;;;;;;;;;;;;;;;;;;;Please stay on the official paths;;;;;;;;;;;;;;;;;;;;;;;;
46.5404752;6.6383698;information;board;R?serve Foresti?re des Vieux-Ch?nes;;;;;;;notice;;;;;;;;;;;;;;;;;;;;Please stay on the official paths;;;;;;;;;;;;;;;;;;;;;;;;
46.5398783;6.6388972;information;board;R?serve Foresti?re des Vieux-Ch?nes;;;;;;;notice;;;;;;;;;;;;;;;;;;;;Please stay on the official paths;;;;;;;;;;;;;;;;;;;;;;;;
46.6757824;7.3357455;alpine_hut;;Hohberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6704747;7.3401847;alpine_hut;;Sch?nenboden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6622467;7.2738263;picnic_site;;Seeweid;;;;;;;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6628781;7.2735183;information;board;Der Muggi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
46.6640785;7.2732767;information;guidepost;Schwarzsee Bad;yes;1055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;
46.6682083;7.2808622;viewpoint;;Wildbeobachtungs- und Aussichtsturm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6659798;7.2854286;information;board;Vom Goldloch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;
46.669743;7.2889733;information;guidepost;Schwarzsee Gypsera;yes;1047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;;;;;;;;;
46.6704176;7.2874447;information;guidepost;Schwarzsee Gypsera;yes;1047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6710447;7.2900136;information;;Schwarzsee Tourismus;;;;;;;;;;;;Schwarzseestrasse;;;212;1716;;;Schwarzsee;;;;;;;;;;;;;;;;;;;;;;;;;;;;CH;;;;
46.6710253;7.2909233;information;guidepost;Schwarzsee;yes;1047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6948455;7.2994665;attraction;;Eispal?ste Schwarzsee;;;;;;http://www.eispalaeste.ch;;;;;;;;;;;;;;;;;;;;;Fantastische Eisbauten; bis 15 m hoch; k?nnen durchwandert und bestiegen werden.;;;;;;;;;;;;Dec-Mar: Mo,Tu off, We-Su 11:00 - 21:00, Apr-Nov: off;;;;;;;;;;
46.6959275;7.3005438;information;guidepost;Liechtena;yes;965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7150093;7.3090747;information;guidepost;Zollhaus;yes;871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7152398;7.3097865;information;guidepost;Zollhaus;yes;870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6413573;7.2437334;information;guidepost;Patraflon;yes;1875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6539688;7.2439141;information;;La Balisa 1411m. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.6541535;7.244094;information;guidepost;La Balisa;;1411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8544236;6.6121791;information;board;station m?t?o;;;;;;http://meteo.jdc.ch/station/1001/#Meteo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8550931;6.6135266;information;map;table d'orientaion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8709755;6.6136794;information;guidepost;Les Gillardes;;1322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8814279;6.6053292;information;guidepost;Pouetta Raisse;;1131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.8724582;6.6146039;picnic_site;;Les Gillardes;;;;;;;;;;;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46.7057047;7.2486048;information;guidepost;Falli-H?lli;yes;1173;;;;;;Ob. Bareta 00:35;;;;;Gross Schwyberg 01:15;;;;;;;;;;;;;;;Hapferen Schwyberg 01:20;;;Plasselb 02:00;;;;Kapberg 1442 01:15;;;;;;;;;;Fuchses Schwyberg 02:40;;;;;;
46.7197526;7.2441067;information;guidepost;Roggeli;yes;883;;Plasselb;Gr. Schwand;;;;Cousimbert;;;;;;;;La Berra (chalet);;;;;;;;;;;;;;;;;;;;;;;;;;Kapberg;;;;;;;;
